rating,genres,rated,language,title,country,directors,imdb_id,filming_locations,writers,actors,year,type,id,rating_count
4494,131399,36906,164928,5,132185,206,5,88567,7519,2290,6449,176148,0,14
0.000284931725082,0.0086781782525,0.00126746748624,0.0479273675176,4.86219440748e-05,0.0261902676346,0.00111562330795,4.86087351794e-05,0.654894480778,0.0777061565343,0.179046154858,0.000425920833114,0.00232672051206,0.0,3.94998808914e-05
